ISO_3,Country,Region,title,authors,source,doi,author_keywords,publication_year,horizon_year,model,scopus_number,WOS_number,Energy efficiency,Climate change,Power,Vehicle,Cement,Forest,Steel/Iron,Buildings,Water,Air Pollution,Electricity,CCS,Transport,Policy-Dvlpt-Eco,Agriculture,Tax,Heat Pump,Consumption,Scenario,Wind/Solar,Costs,Coal,Nuclear,Fuel,Renewable Energies,Flood Risk,Technology,Bioenergy,Urban,Hydrogen,Permit market,Drought,Crop yield,Peak,Oil,Land Use,Target/INDC,Waste,System
MNG,Mongolia,Asia,Prediction of droughts in the mongolian plateau based on the cmip5 model,"Li Y., Tong S., Bao Y., Guo E., Bao Y.",Water (Switzerland),10.3390/w12102774,CMIP5 models; Future drought; Mongolian Plateau; RCP scenario; SPEI,2020,2100,NA,2-s2.0-85092701426,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
MNG,Mongolia,Asia,An assessment of the impacts of climate extremes on the vegetation in Mongolian Plateau: Using a scenarios-based analysis to support regional adaptation and mitigation options,"Li C., Filho W.L., Wang J., Yin J., Fedoruk M., Bao G., Bao Y., Yin S., Yu S., Hu R.",Ecological Indicators,10.1016/j.ecolind.2018.08.031,Adaptation and mitigation options; Climate extremes; Greenhouse gas (GHG) emission; Mongolian Plateau (MP); Normalized difference vegetation index (NDVI); Scenarios-based analysis,2018,2100,NA,2-s2.0-85051994054,WOS:000456907400079,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MNG,Mongolia,Asia,"Assessment of Feasibility of Power Generation Plant Using Landfill Gas at Naranjin Enger Disposal Site, in Ulaanbaatar, Mongolia","권희동; 이형돈; Chun, Seung-Kyu",New & Renewable Energy,NA,Landfill gas; Power generation plant; Green house gas; Ulaanbaatar,2018,2041,NA,NA,KJD:ART002414118,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MNG,Mongolia,Asia,Trends of Ecological Footprints and policy direction for sustainable development in Mongolia: A case study,"Volodya E., Yeo M.J., Kim Y.P.",Sustainability (Switzerland),10.3390/su10114026,Biological Capacity; Carbon emission; Coal combustion efficiency; Ecological Footprint; Grazing land; Herding practice; Livestock types and number control; Renewable energy,2018,2083,NA,2-s2.0-85055991822,WOS:000451531700200,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MNG,Mongolia,Asia,Simulating effects of grazing on soil organic carbon stocks in Mongolian grasslands,"Chang X., Bao X., Wang S., Wilkes A., Erdenetsetseg B., Baival B., Avaadorj D.-O., Maisaikhan T., Damdinsuren B.","Agriculture, Ecosystems and Environment",10.1016/j.agee.2015.07.014,Carbon accumulation; Modeling; Mongolia; Overgrazing,2015,2035,NA,2-s2.0-84938338018,WOS:000361261100025,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
MOZ,Mozambique,Africa,"Climate change and developing country growth: the cases of Malawi, Mozambique, and Zambia","Arndt C., Chinowsky P., Fant C., Paltsev S., Schlosser C.A., Strzepek K., Tarp F., Thurlow J.",Climatic Change,10.1007/s10584-019-02428-3,NA,2019,2050,NA,2-s2.0-85064808628,WOS:000472894800003,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MOZ,Mozambique,Africa,"Infrastructure and climate change: a study of impacts and adaptations in Malawi, Mozambique, and Zambia","Chinowsky, PS; Schweikert, AE; Strzepek, NL; Strzepek, K",CLIMATIC CHANGE,10.1007/s10584-014-1219-8,NA,2015,2050,NA,NA,WOS:000353246300005,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MUS,Mauritius,Africa,Using big data in early warning system of flash floods in mauritius,"Jhagdambi R., Zhong B.",Forensic Engineering 2018: Forging Forensic Frontiers - Proceedings of the 8th Congress on Forensic Engineering,10.1061/9780784482018.080,Early warning system; Geographic information system; Remote sensing,2018,2030,NA,2-s2.0-85091710164,WOS:000467136300080,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MWI,Malawi,Africa,The relationship between forest cover and diet quality: a case study of rural southern Malawi,"Hall C., Macdiarmid J.I., Matthews R.B., Smith P., Hubbard S.F., Dawson T.P.",Food Security,10.1007/s12571-019-00923-0,Diet quality; Dietary diversity; Forests; Malawi; Micronutrient intake; Wild foods,2019,2084,NA,2-s2.0-85066127679,WOS:000474589000012,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MWI,Malawi,Africa,Crop residues as a potential renewable energy source for Malawi's cement industry,"Gondwe K.J., Chiotha S.S., Mkandawire T., Zhu X., Painuly J., L.Taulo J.",Journal of Energy in Southern Africa,10.17159/2413-3051/2017/v28i4a2921,Biomass energy; Clinker; CO2 emissions; Coal; Energy-intensive industry,2017,2030,NA,2-s2.0-85041692056,WOS:000444886200003,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
MWI,Malawi,Africa,Addressing the renewable energy financing gap in Africa to promote universal energy access: Integrated renewable energy financing in Malawi,Chirambo D.,Renewable and Sustainable Energy Reviews,10.1016/j.rser.2016.05.046,Clean Development Mechanism (CDM); Climate finance; Feed-in Tariff (FIT); Millennium Development Goals (MDGs); Rural electrification; Sustainable Energy for All Initiative,2016,2030,NA,2-s2.0-84979784991,WOS:000379270600055,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MYS,Malaysia,Asia,Coherent or conflicting? Assessing natural gas subsidy and energy efficiency policy interactions amid CO2 emissions reduction in Malaysia electricity sector,"Babatunde K.A., Said F.F., Md Nor N.G., Begum R.A., Mahmoud M.A.",Journal of Cleaner Production,10.1016/j.jclepro.2020.123374,Agent-based computational economic model; Electricity decarbonisation; Energy efficiency; Natural gas subsidy; Policy interactions,2021,2050,NA,2-s2.0-85090986084,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MYS,Malaysia,Asia,Implications of municipal solid waste management on greenhouse gas emissions in Malaysia and the way forward,"Michel Devadoss P.S., Agamuthu P., Mehran S.B., Santha C., Fauziah S.H.",Waste Management,10.1016/j.wasman.2020.09.038,Climate change; GHG emissions; IPCC 2006; MSW management; Recycling; SWOT analysis,2021,2050,NA,2-s2.0-85092391825,MEDLINE:33059163,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MYS,Malaysia,Asia,"A new energy exploration for Malaysia’s future electric supply based on waste kinetic energy: ideas, concepts, and possibilities","Abdul Rahman A.K., Zulkifli S.A., Pathman E.",Electrical Engineering,10.1007/s00202-019-00862-1,Kinetic energy from landing aircraft; Renewable energy; Robust control system for smart grid; Waste energy,2020,2030,NA,2-s2.0-85082918718,WOS:000500825500003,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
MYS,Malaysia,Asia,An outlook on large-scale solar power production in Peninsular Malaysia for scenario year 2030,"Cheong K.H., Tai V.C., Tan Y.C., Rahman N.F.A., Chiong K.S., Saw L.H.",IOP Conference Series: Earth and Environmental Science,10.1088/1755-1315/463/1/012154,NA,2020,2030,NA,2-s2.0-85083422855,WOS:000562387100154,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MYS,Malaysia,Asia,Assessment of Malaysia's Large-Scale Solar Projects: Power System Analysis for Solar PV Grid Integration,"Khan, R; Go, YL",GLOBAL CHALLENGES,10.1002/gch2.201900060,energy yield; load flow; nine bus; topology,2020,2030,NA,NA,WOS:000499036100001,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MYS,Malaysia,Asia,"Bioelectricity in Malaysia: economic feasibility, environmental and deforestation implications","Szulczyk K.R., Cheema M.A., Cullen R., Khan A.R.",Australian Journal of Agricultural and Resource Economics,10.1111/1467-8489.12345,bioelectricity; cost competitiveness; partial equilibrium model; waste biomass,2020,2065,NA,2-s2.0-85076569341,WOS:000491704600001,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0
MYS,Malaysia,Asia,Breaking Out of Carbon Lock-In: Malaysia’s Path to Decarbonization,"Susskind L., Chun J., Goldberg S., Gordon J.A., Smith G., Zaerpoor Y.",Frontiers in Built Environment,10.3389/fbuil.2020.00021,carbon emission; climate change; decarbonization; lock-in; Malaysia; renewable and sustainable energy,2020,2030,NA,2-s2.0-85083160656,WOS:000548325600001,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MYS,Malaysia,Asia,Estimation of carbon dioxide (CO2) reduction by utilization of algal biomass bioplastic in Malaysia using carbon emission pinch analysis (CEPA),"Abdul-Latif N.-I.S., Ong M.Y., Nomanbhay S., Salman B., Show P.L.",Bioengineered,10.1080/21655979.2020.1718471,algal biomass; bioplastic; CO2 emission; pinch analysis; Plastic,2020,2050,NA,2-s2.0-85078942038,WOS:000510728000001,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
MYS,Malaysia,Asia,Macroeconomic indicators for electrical consumption demand model in malaysia,"Ridzuan A.R., Kamaludin M., Ismail N.A., Razak M.I.M., Haron N.F.",International Journal of Energy Economics and Policy,10.32479/ijeep.8139,Autoregressive Distributed Lag Model JEL Classifications: O1; Carbon Emissions; Electricity Consumption; Q2; Q4,2020,2050,NA,2-s2.0-85075034384,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MYS,Malaysia,Asia,Powering electric cars in Malaysia with green electricity produced from oil palm biomass,"Sivasamy V., Yusoff N., Abd-Rahman A.",IOP Conference Series: Materials Science and Engineering,10.1088/1757-899X/736/3/032014,NA,2020,2030,NA,2-s2.0-85081640963,NA,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
MYS,Malaysia,Asia,Technical aspects of biofuel production from different sources in Malaysia-A review,"Rezania S., Oryani B., Cho J., Sabbagh F., Rupani P.F., Talaiekhozani A., Rahimi N., Ghahroud M.L.",Processes,10.3390/PR8080993,Biodiesel; Bioethanol; Biofuel production; Biogas; Biohydrogen; Malaysia,2020,2030,NA,2-s2.0-85090202977,WOS:000564833600001,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
MYS,Malaysia,Asia,The potential of using biogas feeding for fuel cells in malaysia,"Shafie S.M., Othman Z., Hami N., Oma S.",International Journal of Energy Economics and Policy,10.32479/ijeep.8373,Biogas; Fuel Cell; Malaysia; Palm Oil Residue,2020,2030,NA,2-s2.0-85075015171,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
MYS,Malaysia,Asia,Analysis of optimal options for CO2 emissions reduction in Malaysian transportation sector,"Mustapa S.I., Salleh S.F.",International Journal of Environmental Technology and Management,10.1504/IJETM.2019.104755,CO2 emissions; Low carbon; Optimisation; Road transport sector,2019,2030,NA,2-s2.0-85079069591,WOS:000510906200005,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MYS,Malaysia,Asia,Carbon Emission Pinch Analysis: an application to the transportation sector in Iskandar Malaysia for 2025,"Ramli A.F., Muis Z.A., Ho W.S., Idris A.M., Mohtar A.",Clean Technologies and Environmental Policy,10.1007/s10098-018-1579-2,Carbon Emissions Pinch Analysis; Electric vehicle; Energy planning; Iskandar Malaysia; Transportation,2019,2025,NA,2-s2.0-85049684061,WOS:000504330800002,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MYS,Malaysia,Asia,Carbon footprint assessment at rest and service area of Malaysia highway,"Ramli M.R., Noor Z.Z., Aminudin E., Hainin M.R., Zakaria R., Zin R.M., Abd Majid M.Z., Yousif O.S., Wahid C.M.F.H.C., Neardey M.",Chemical Engineering Transactions,10.3303/CET1972013,NA,2019,2030,NA,2-s2.0-85061429028,NA,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MYS,Malaysia,Asia,Electricity generation options for a future low carbon energy mix for Malaysia,"Khor C.S., Lalchand G.",ASM Science Journal,10.32802/asmscj.2019.289,Energy demand; Energy mix; Energy projections; Energy supply; Low carbon; Sustainable energy,2019,2050,NA,2-s2.0-85072175236,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MYS,Malaysia,Asia,Energy storage system design for large-scale solar PV in Malaysia: technical and environmental assessments,"Laajimi M., Go Y.I.",Journal of Energy Storage,10.1016/j.est.2019.100984,Electricity storage; Large-scale; Peak demand; Peak generation; Solar PV,2019,2030,NA,2-s2.0-85073534619,WOS:000501787200037,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
MYS,Malaysia,Asia,Heat integration of a boiler and its corresponding environmental study in an oleochemical production plant: An industry case study in Malaysia,"Koh K.S., Chew S.J., Choo C.M., Chok V.S.",ChemEngineering,10.3390/chemengineering3040082,Carbon footprint; Environmental impact; Gaussian Plume model; Waste heat recovery system,2019,2026,NA,2-s2.0-85089852601,NA,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
MYS,Malaysia,Asia,Life cycle assessment of waste-to-energy: Energy recovery from wood waste in Malaysia,"Choong J.E., Onn C.C., Yusoff S., Mohd N.S.",Polish Journal of Environmental Studies,10.15244/pjoes/93925,Biomass fired power plant; Greenhouse gases; Life cycle assessment; Solid waste; Waste-to-energy,2019,2030,NA,2-s2.0-85065498388,WOS:000467051900007,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
MYS,Malaysia,Asia,Revisiting the social cost of carbon after INDC implementation in Malaysia: 2050,"Sarkar M.S.K., Al-Amin A.Q., Filho W.L.",Environmental Science and Pollution Research,10.1007/s11356-018-3947-1,Carbon emission; Climate vision; INDC; Malaysia; Scenario; Social cost of carbon,2019,2050,NA,2-s2.0-85059595918,WOS:000460831600067,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MYS,Malaysia,Asia,Simulation analysis of the future surface ozone in Malaysian region under representative concentration pathways (RCPs) emission scenarios,"Kong S.S.K., Sentian J., Chuang M.T., Ooi M.C.G., Chee F.P., Chang J.H.W.",International Journal of Environmental Science and Technology,10.1007/s13762-019-02322-6,Malaysia; RCP4.5; RCP8.5; Surface ozone; Weather research forecast–community multiscale air quality modelling system,2019,2100,NA,2-s2.0-85063218835,WOS:000489337200077,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MYS,Malaysia,Asia,Unconventional fuel pathways for decarbonizing the electrical power generation in Malaysia by 2050,"Haiges R., Wang Y.D., Ghoshray A., Roskilly A.P.",Energy Procedia,10.1016/j.egypro.2019.01.803,Least cost optimization; Low carbon power sector; Malaysia; Nuclear energy; Renewable energy; The Integrated MARKAL-EFOM System (TIMES) model,2019,2050,MARKAL,2-s2.0-85063895188,WOS:000471031704092,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MYS,Malaysia,Asia,Characterization of BTEX in Malaysian petrol,"Syimir Fizal A.N., Nadiah M.Y.N., Aini B.N., Sohrab Hossain M., Naim A.Y.A.",Materials Today: Proceedings,10.1016/j.matpr.2018.07.001,Separated by semicolons; Type your keywords here,2018,2027,NA,2-s2.0-85055269164,WOS:000449759900002,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MYS,Malaysia,Asia,Climate change impact on water resources in Baram Basin Malaysia,"Nasser R.A., Mirhassan N.",International Journal of Innovative Technology and Exploring Engineering,NA,Baram basin; Climate change; Forecast; Rainfall pattern; Water resources,2018,2044,NA,2-s2.0-85057750367,NA,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MYS,Malaysia,Asia,Developing weighting system for refurbishment building assessment scheme in Malaysia through analytic hierarchy process (AHP) approach,"Kamaruzzaman S.N., Lou E.C.W., Wong P.F., Wood R., Che-Ani A.I.",Energy Policy,10.1016/j.enpol.2017.10.023,Analytic hierarchy process; Assessment scheme; Assessment themes; Non-domestic buildings; Refurbishment; Sustainability,2018,2030,NA,2-s2.0-85033711899,WOS:000416615800028,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MYS,Malaysia,Asia,Introducing hydrogen fuel cell vehicles in Malaysia,"Ambrose A.F., Rasiah R., Al-Amin A.Q., Chen Z.",Journal of the Asia Pacific Economy,10.1080/13547860.2018.1442151,adaptation; energy policy; Hydrogen fuel cell vehicles; Malaysia; mitigation; transportation,2018,2030,NA,2-s2.0-85047472300,WOS:000435698000006,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
MYS,Malaysia,Asia,Reducing Carbon Dioxide Emissions from Malaysian Power Sector: Current Issues and Future Directions,"Babatunde, KA; Said, FF; Nor, NGM; Begum, RA",JURNAL KEJURUTERAAN,10.17576/jkukm-2018-si1(6)-08,Electricity production; CO2 emissions; reduction target; decarbonization; climate change,2018,2030,NA,NA,WOS:000457612800008,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MYS,Malaysia,Asia,Review of baseline studies on energy policies and indicators in Malaysia for future sustainable energy development,"Hannan M.A., Begum R.A., Abdolrasol M.G., Hossain Lipu M.S., Mohamed A., Rashid M.M.",Renewable and Sustainable Energy Reviews,10.1016/j.rser.2018.06.041,Baseline studies on energy; Efficiency; Indicators; Malaysian energy policies; Renewable energy,2018,2030,NA,2-s2.0-85049068824,WOS:000446310000042,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MYS,Malaysia,Asia,Toward cleaner cities: Renewable energy initiatives in malaysia,"Rahim N.A., Che H.S., Hasanuzzaman M., Habib A.",Devising a Clean Energy Strategy for Asian Cities,10.1007/978-981-13-0782-9_8,Malaysia; Renewable energy; Sustainable energy,2018,2030,NA,2-s2.0-85063514267,NA,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
MYS,Malaysia,Asia,Tree canopy cover and its potential to reduce CO2 in South of Peninsular Malaysia,"Kanniah K.D., Siong H.C.",Chemical Engineering Transactions,10.3303/CET1863003,NA,2018,2025,NA,2-s2.0-85047371019,NA,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
MYS,Malaysia,Asia,Assessing climate change mitigation proposals for Malaysia: Implications for emissions and abatement costs,"Rasiah R., Al-Amin A.Q., Mintz Habib N., Chowdhury A.H., Ramu S.C., Ahmed F., Filho W.L.",Journal of Cleaner Production,10.1016/j.jclepro.2017.08.182,Carbon pricing; Climate change mitigation; INDC; Malaysia; UNFCCC,2017,2100,NA,2-s2.0-85029671535,WOS:000413128100016,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MYS,Malaysia,Asia,Assessment of liquefaction hazard along shoreline areas of Peninsular Malaysia,"Hashim H., Suhatril M., Hashim R.","Geomatics, Natural Hazards and Risk",10.1080/19475705.2017.1391882,illustrations; Peninsular Malaysia; shoreline; Soil liquefaction,2017,2074,NA,2-s2.0-85032362868,WOS:000418899200098,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
MYS,Malaysia,Asia,Carbon emission pinch analysis: An application to transportation sector in Iskandar Malaysia 2025,"Ramli A.F., Muis Z.A., Ho W.S.",Chemical Engineering Transactions,10.3303/CET1756058,NA,2017,2025,NA,2-s2.0-85019499337,NA,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MYS,Malaysia,Asia,Climate change mitigation: comparative assessment of Malaysian and ASEAN scenarios,"Rasiah R., Ahmed A., Al-Amin A.Q., Chenayah S.",Environmental Science and Pollution Research,10.1007/s11356-016-7985-2,ASEAN; Carbon emission projections; Climate change; Mitigation policy,2017,2050,NA,2-s2.0-84994423075,WOS:000396138800043,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MYS,Malaysia,Asia,Energy audit in Malaysia public hospital,"Hafiz, MIM; Sulaima, MF",PROCEEDINGS OF MECHANICAL ENGINEERING RESEARCH DAY 2017 (MERD),NA,Energy audit; public hospital,2017,2030,NA,NA,WOS:000406738200086,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MYS,Malaysia,Asia,Fostering higher order thinking skills among primary students through iskandar Malaysia ecolife challenge,"Phang F.A., Yoke W.W., Rui T.X., Musa A.N.",Man in India,NA,Environmental education; Higher order thinking skills; Primary school,2017,2025,NA,2-s2.0-85031819594,NA,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MYS,Malaysia,Asia,INDC and low-carbon technology deployment scenarios: Malaysia,Chandran Govindaraju V.G.R.,Globalization of Low-Carbon Technologies: The Impact of the Paris Agreement,10.1007/978-981-10-4901-9_5,NA,2017,2030,NA,2-s2.0-85043672651,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
MYS,Malaysia,Asia,Impacts and adaptation to climate change in Malaysian real estate,"Shahid S., Pour S.H., Wang X., Shourav S.A., Minhans A., Ismail T.B.",International Journal of Climate Change Strategies and Management,10.1108/IJCCSM-01-2016-0001,Adaptation; Climate change; Extreme events; Greenhouse gas emission; Real estate,2017,2030,NA,2-s2.0-85007485810,WOS:000395666500006,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MYS,Malaysia,Asia,Multi-objective sensitivity analyses for power generation mix: Malaysia case study,"Mohd Shokri S.M., Dahlan N.Y., Mohamad H.","International Journal on Advanced Science, Engineering and Information Technology",10.18517/ijaseit.7.4.2329,Dynamic programming (dp); Generation mix; Multi-objective; Single objective,2017,2030,NA,2-s2.0-85028364211,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MYS,Malaysia,Asia,Optimization of Malaysia's power generation mix to meet the electricity demand by 2050,"Haiges, R; Wang, YD; Ghoshray, A; Roskilly, AP",PROCEEDINGS OF THE 9TH INTERNATIONAL CONFERENCE ON APPLIED ENERGY,10.1016/j.egypro.2017.12.431,Malaysia; Optimization; Power generation mix; Renewable energy; Scenario analysis; TIMES model,2017,2050,MARKAL,NA,WOS:000452901603003,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MYS,Malaysia,Asia,'Science to action' of the sustainable low carbon city-region: Lessons learnt from Iskandar Malaysia,"Ho C.S., Chau L.W., Teh B.T., Matsuoka Y., Gomi K.",Enabling Asia to Stabilise the Climate,10.1007/978-981-287-826-7_7,Academia-policymaker partnership; Extended Snapshot Tool (ExSS); GHG emission mitigation; Green growth; Iskandar Malaysia; Lessons learnt; Low carbon society (LCS); Low carbon society blueprint; Science to Action (S2A); Urban region,2016,2025,NA,2-s2.0-85026349821,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MYS,Malaysia,Asia,Carbon taxation in Malaysia: insights from the enhanced PAGE09 integrated assessment model,"Wong, KY; Chuah, JH; Hope, C",CARBON MANAGEMENT,10.1080/17583004.2016.1237179,PAGE09 integrated assessment model; climate change tax; climate policy,2016,2050,IAM,NA,WOS:000392831500006,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MYS,Malaysia,Asia,Energy consumption and emission projection for the road transport sector in Malaysia: an application of the LEAP model,"Azam M., Othman J., Begum R.A., Abdullah S.M.S., Nor N.G.M.","Environment, Development and Sustainability",10.1007/s10668-015-9684-4,Emission; Energy consumption; Energy forecast; Energy policies; LEAP; Malaysia; Road transport,2016,2040,LEAP,2-s2.0-84933056742,WOS:000379788000006,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
