WOS_number,doc_type,authors,title,source,doi,publication_year,author_keywords,email
WOS:000451081700013,J,"Xie, JY; Dai, HC; Xie, Y; Hong, LX","Effect of carbon tax on the industrial competitiveness of Chongqing, China",ENERGY FOR SUSTAINABLE DEVELOPMENT,10.1016/j.esd.2018.09.003,2018,"Carbon tax; Industrial competitiveness; Carbon emission reduction; IMED vertical bar CGE model; Chongqing, China",
WOS:000449759800008,J,"Mardones, C; Munoz, T",Environmental taxation for reducing greenhouse gases emissions in Chile: an input-output analysis,ENVIRONMENT DEVELOPMENT AND SUSTAINABILITY,10.1007/s10668-017-0004-z,2018,Leontief price model; Environmental taxes; CO2; GHGs,
WOS:000452024600063,J,"Engo, J",Decomposing the decoupling of CO2 emissions from economic growth in Cameroon,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,10.1007/s11356-018-3511-z,2018,Cameroon; Economic growth; CO2 emission; Decoupling; LMDI; Kaya identity,
WOS:000451893200008,J,"Lyheang, C; Limmeechokchai, B",The Role of Renewable Energy in CO2 Mitigation from Power Sector in Cambodia,INTERNATIONAL ENERGY JOURNAL,,2018,Cambodia; CO2 mitigation; LEAP model; power sector; renewable energy,
WOS:000447570400013,J,"Cai, SY; Ma, Q; Wang, SX; Zhao, B; Brauer, M; Cohen, A; Martin, RV; Zhang, QQ; Li, QB; Wang, YX; Hao, JM; Frostad, J; Forouzanfar, MH; Burnett, RT",Impact of air pollution control policies on future PM2.5 concentrations and their source contributions in China,JOURNAL OF ENVIRONMENTAL MANAGEMENT,10.1016/j.jenvman.2018.08.052,2018,Emission scenario; GEOS-Chem simulation; PM2.5 concentration; Source contribution; China,
WOS:000449519600006,J,"Skoczkowski, T; Bielecki, S; Weglarz, A; Wlodarczak, M; Gutowski, P",Impact assessment of climate policy on Poland'spower sector,MITIGATION AND ADAPTATION STRATEGIES FOR GLOBAL CHANGE,10.1007/s11027-018-9786-z,2018,Poland's energy sector; EU ETS impact; Energy transformation; Carbon lock-in,
WOS:000448248600040,J,"Zhao, ZT; Chong, KT; Jiang, JY; Wilson, K; Zhang, XC; Wang, F",Low-carbon roadmap of chemical production: A case study of ethylene in China,RENEWABLE & SUSTAINABLE ENERGY REVIEWS,10.1016/j.rser.2018.08.008,2018,Ethylene; CO2 emissions; Methanol-to-olefins; Life cycle assessment; Biomass; Scenario analysis,
WOS:000452636200010,J,"Nasonova, ON; Gusev, YM; Volodin, EM; Kovalev, EE",Application of the Land Surface Model SWAP and Global Climate Model INMCM4.0 for Projecting Runoff of Northern Russian Rivers. 2. Projections and Their Uncertainties,WATER RESOURCES,10.1134/S0097807818060271,2018,land surface model; atmosphere-ocean global climate model; meteorological forcing data; biascorrection; northern river runoff projections; uncertainties,
WOS:000450559100012,J,"Kim, S; Lee, H; Kim, H; Jang, DH; Kim, HJ; Hur, J; Cho, YS; Hur, K",Improvement in policy and proactive interconnection procedure for renewable energy expansion in South Korea,RENEWABLE & SUSTAINABLE ENERGY REVIEWS,10.1016/j.rser.2018.09.013,2018,Renewable energy; Korea electric power system; Interconnection procedure; Grid planning; Hosting capacity; Jeju Island; Support policy,
WOS:000447568700055,J,"Wang, GF; Wu, CL; Wang, JY; Chen, JC; Li, ZH",Scenario analysis of emissions structure under climate change in China,JOURNAL OF CLEANER PRODUCTION,10.1016/j.jclepro.2018.08.045,2018,Energy structure; Carbon emissions; Scenarios; Future development,
WOS:000447568700080,J,"Platt, D; Workman, M; Hall, S",A novel approach to assessing the commercial opportunities for greenhouse gas removal technology value chains: Developing the case for a negative emissions credit in the UK,JOURNAL OF CLEANER PRODUCTION,10.1016/j.jclepro.2018.08.291,2018,Greenhouse gas removal; Negative emissions; Value pool; Business models; Energy policy; Commercial delivery,
WOS:000452430000004,J,"Hochman, A; Mercogliano, P; Alpert, P; Saaroni, H; Bucchignani, E",High-resolution projection of climate change and extremity over Israel using COSMO-CLM,INTERNATIONAL JOURNAL OF CLIMATOLOGY,10.1002/joc.5714,2018,COSMO-CLM; downscaling; eastern Mediterranean; ETCCDI; extreme precipitation; extreme temperature; Israel; RCM,
WOS:000452430000009,J,"Navarro-Estupinan, J; Robles-Morua, A; Vivoni, ER; Zepeda, JE; Montoya, JA; Verduzco, VS","Observed trends and future projections of extreme heat events in Sonora, Mexico",INTERNATIONAL JOURNAL OF CLIMATOLOGY,10.1002/joc.5719,2018,climate change; heat days; heat waves; North American monsoon; temperature trends,
WOS:000445715200034,J,"He, Y; Liang, H; Hu, KL; Wang, HY; Hou, LL","Modeling nitrogen leaching in a spring maize system under changing climate and genotype scenarios in arid Inner Mongolia, China",AGRICULTURAL WATER MANAGEMENT,10.1016/j.agwat.2018.08.017,2018,Spring maize; Nitrogen leaching; Climate change; Genotype; Modelling,
WOS:000451245700070,J,"Motazedi, K; Posen, ID; Bergerson, JA",GHG Emissions Impact of Shifts in the Ratio of Gasoline to Diesel Production at US Refineries: A PADD Level Analysis,ENVIRONMENTAL SCIENCE & TECHNOLOGY,10.1021/acs.est.8b04086,2018,,
WOS:000444659300027,J,"Liang, S; Li, YF; Zhang, XB; Sun, ZG; Sun, N; Duan, YH; Xu, MG; Wu, LH",Response of crop yield and nitrogen use efficiency for wheat-maize cropping system to future climate change in northern China,AGRICULTURAL AND FOREST METEOROLOGY,10.1016/j.agrformet.2018.07.019,2018,Climate change; Yield; Nitrogen use efficiency; SPACSYS model; Double cropping,
WOS:000448226600070,J,"Fragkos, P; Paroussos, L",Employment creation in EU related to renewables expansion,APPLIED ENERGY,10.1016/j.apenergy.2018.09.032,2018,RES jobs; Low-carbon transition; Employment impacts; GEM-E3; RES employment factors,
WOS:000448226600111,J,"Yue, H; Worrell, E; Crijns-Graus, W",Modeling the multiple benefits of electricity savings for emissions reduction on power grid level: A case study of China's chemical industry,APPLIED ENERGY,10.1016/j.apenergy.2018.09.078,2018,Multiple benefits; Chemical industry; Electricity efficiency; Power grid; Air pollutant; GHG emission,
WOS:000445981200096,J,"Sun, DQ; Yi, BW; Xu, JH; Zhao, WZ; Zhang, GS; Lu, YF",Assessment of CO2 emission reduction potentials in the Chinese oil and gas extraction industry: From a technical and cost-effective perspective,JOURNAL OF CLEANER PRODUCTION,10.1016/j.jclepro.2018.08.044,2018,Oil and gas extraction industry; Low-carbon technologies; Emission reduction potential; Optimization model,
WOS:000445981200011,J,"Song, C; Yan, JJ; Sha, JH; He, GY; Lin, XX; Ma, YF","Dynamic modeling application for simulating optimal policies on water conservation in Zhangjiakou City, China",JOURNAL OF CLEANER PRODUCTION,10.1016/j.jclepro.2018.08.026,2018,Water conservation; Linear optimization model; Dynamic input-output model; Policies simulation; Economic development,
WOS:000449722200041,J,"Wu, QR; Li, GL; Wang, SX; Liu, KY; Hao, JM",Mitigation Options of Atmospheric Hg Emissions in China,ENVIRONMENTAL SCIENCE & TECHNOLOGY,10.1021/acs.est.8b03702,2018,,
WOS:000449722200095,J,"Du, W; Cohen, A; Shen, GF; Ru, MY; Shen, HZ; Tao, S",Fuel Use Trends for Boiling Water in Rural China (1992-2012) and Environmental Health Implications: A National Cross-Sectional Study,ENVIRONMENTAL SCIENCE & TECHNOLOGY,10.1021/acs.est.8b02389,2018,,
WOS:000449722200097,J,"Tong, D; Zhang, Q; Liu, F; Geng, GN; Zheng, YX; Xue, T; Hong, CP; Wu, RL; Qin, Y; Zhao, HY; Yang, L; He, KB",Current Emissions and Future Mitigation Pathways of Coal-Fired Power Plants in China from 2010 to 2030,ENVIRONMENTAL SCIENCE & TECHNOLOGY,10.1021/acs.est.8b02919,2018,,
WOS:000458218300001,J,"Conibear, L; Butt, EW; Knote, C; Spracklen, DV; Arnold, SR",Current and Future Disease Burden From Ambient Ozone Exposure in India,GEOHEALTH,10.1029/2018GH000168,2018,ambient air quality; ozone; India; health impact; sources; scenarios; WRF-Chem,
WOS:000454598100022,J,"Capros, P; Kannavou, M; Evangelopoulou, S; Petropoulos, A; Siskos, P; Tasios, N; Zazias, G; DeVita, A","Outlook of the EU energy system up to 2050: The case of scenarios prepared for European Commission's ""clean energy for all Europeans"" package using the PRIMES model",ENERGY STRATEGY REVIEWS,10.1016/j.esr.2018.06.009,2018,Decarbonisation; Impact assessment; Energy transition; European Union; Energy scenarios,
WOS:000454598100033,J,"Okioga, IT; Wu, J; Sireli, Y; Hendren, H",Renewable energy policy formulation for electricity generation in the United States,ENERGY STRATEGY REVIEWS,10.1016/j.esr.2018.08.008,2018,Renewable energy; Energy policy; Energy ranking/prioritization; Energy portfolio; Analytic Hierarchy Process,
WOS:000454670800002,J,"Bretscher, D; Ammannl, C; Wust, C; Nyfeler, A; Felder, D",Potential for reducing greenhouse gas emissions from Swiss animal husbandry,AGRARFORSCHUNG SCHWEIZ,,2018,livestock; greenhouse gas emissions; emission reduction potentials,
WOS:000454246800060,J,"Charabi, Y; Al-Awadhi, T; Choudri, BS",Strategic pathways and regulatory choices for effective GHG reduction in hydrocarbon based economy: Case of Oman,ENERGY REPORTS,10.1016/j.egyr.2018.10.005,2018,Oman; Hydrocarbon economy; Pathways; GHG reduction; Climate change mitigation,
WOS:000454276500001,J,"Dioha, MO",Modelling the Impact of Nigeria Household Energy Policies on Energy Consumption and CO2 Emissions,ENGINEERING JOURNAL-THAILAND,10.4186/ej.2018.22.6.1,2018,Energy policy; energy demand; CO2 emissions; LEAP; Nigeria; household,
WOS:000441681500035,J,"Anandhi, A; Bendey, C",Predicted 21st century climate variability in southeastern US using downscaled CMIP5 and meta-analysis,CATENA,10.1016/j.catena.2018.06.005,2018,Conceptual framework; Scenario development; Scenario funnel; Coupled Model Intercomparison Project (CMIP5) datasets; Causal chains; Feedback loops; Climate change adaptation; Mitigation; Ecosystems functioning,
WOS:000451814000123,J,"Cui, HR; Wu, RR; Zhao, T",Decomposition and Forecasting of CO2 Emissions in China's Power Sector Based on STIRPAT Model with Selected PLS Model and a Novel Hybrid PLS-Grey-Markov Model,ENERGIES,10.3390/en11112985,2018,power industry; CO2 emissions forecasting; driving factors; partial least square (PLS) model; stochastic impacts by regression on population; affluence and technology (STIRPAT) model; PLS-Grey-Markov optimized approach,
WOS:000451814000076,J,"De, G; Gao, WF",Forecasting China's Natural Gas Consumption Based on AdaBoost-Particle Swarm Optimization-Extreme Learning Machine Integrated Learning Method,ENERGIES,10.3390/en11112938,2018,Natural gas consumption; AdaBoost-PSO-ELM algorithm; Feature selection; prediction model,
WOS:000449241700028,J,"Streicher, KN; Padey, P; Parra, D; Burer, MC; Patel, MK",Assessment of the current thermal performance level of the Swiss residential building stock: Statistical analysis of energy performance certificates,ENERGY AND BUILDINGS,10.1016/j.enbuild.2018.08.032,2018,Swiss residential building stock; Decarbonisation; Energy savings; Archetypes; Energy certificates,
WOS:000447576700003,J,"Liu, GX; Dong, XC; Jiang, QZ; Dong, C; Li, JM",Natural gas consumption of urban households in China and corresponding influencing factors,ENERGY POLICY,10.1016/j.enpol.2018.07.016,2018,Chinese urban households; NGP; Natural gas consumption per capita; Feasible generalized least squares; Natural gas consumption amount,
WOS:000447576700009,J,"Kat, B; Paltsev, S; Yuan, M",Turkish energy sector development and the Paris Agreement goals: A CGE model assessment,ENERGY POLICY,10.1016/j.enpol.2018.07.030,2018,Climate mitigation policies; Turkish energy sector; Emission trading systems; Applied general equilibrium modeling; Paris Agreement; Disaggregated power sector,
WOS:000447576700027,J,"Barragan-Beaud, C; Pizarro-Alonso, A; Xylia, M; Syri, S; Silveira, S",Carbon tax or emissions trading? An analysis of economic and political feasibility of policy mechanisms for greenhouse gas emissions reduction in the Mexican power sector,ENERGY POLICY,10.1016/j.enpol.2018.07.010,2018,Mexico; Carbon pricing; Electricity sector; Climate policy; Energy systems analysis; Political feasibility,
WOS:000447480100014,J,"Yang, YZ; Zhang, HY; Xiong, WM; Zhang, D; Zhang, XL",Regional power system modeling for evaluating renewable energy development and CO2 emissions reduction in China,ENVIRONMENTAL IMPACT ASSESSMENT REVIEW,10.1016/j.eiar.2018.08.006,2018,Renewable energy; Energy system modeling; Scenario analysis; China,
WOS:000450215700004,J,"Buonocore, JJ; Levy, JI; Guinto, RR; Bernstein, AS","Climate, air quality, and health benefits of a carbon fee-and-rebate bill in Massachusetts, USA",ENVIRONMENTAL RESEARCH LETTERS,10.1088/1748-9326/aae62c,2018,climate change mitigation; climate policy; health co-benefits; air quality,
WOS:000451310300029,J,"Zhang, CH; Ju, WM; Chen, JM; Fang, MH; Wu, MQ; Chang, XL; Wang, T; Wang, XQ",Sustained Biomass Carbon Sequestration by China's Forests from 2010 to 2050,FORESTS,10.3390/f9110689,2018,biomass carbon sequestration; carbon stock; forest inventory data; biomass-age relationship; China,
WOS:000451640500165,J,"Yuan, Z; Xu, JJ; Wang, YQ",Projection of Future Extreme Precipitation and Flood Changes of the Jinsha River Basin in China Based on CMIP5 Climate Models,INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH AND PUBLIC HEALTH,10.3390/ijerph15112491,2018,climate change; extreme flood; CMIP5 climate models; Jinsha River Basin,
WOS:000445715400044,J,"Li, W; Zhang, YW; Lu, C",The impact on electric power industry under the implementation of national carbon trading market in China: A dynamic CGE analysis,JOURNAL OF CLEANER PRODUCTION,10.1016/j.jclepro.2018.07.325,2018,Electric power industry; Computable general equilibrium model; Emission trading scheme; China,
WOS:000446383000011,J,"Tian, Z; Ji, YH; Sun, LX; Xu, XL; Fan, DL; Zhong, HL; Liang, ZR; Ficsher, G",Changes in production potentials of rapeseed in the Yangtze River Basin of China under climate change: A multi-model ensemble approach,JOURNAL OF GEOGRAPHICAL SCIENCES,10.1007/s11442-018-1538-1,2018,climate change; rapeseed production; AEZ; Yangtze River Basin,
WOS:000449518300017,J,"Zhou, N; Khanna, N; Feng, W; Ke, J; Levine, M",Scenarios of energy efficiency and CO2 emissions reduction potential in the buildings sector in China to year 2050,NATURE ENERGY,10.1038/s41560-018-0253-6,2018,,
WOS:000450118100016,J,"Peng, W; Wagner, F; Ramana, MV; Zhai, HB; Sma, MJ; Dalin, C; Zhang, X; Mauzerall, DL",Managing China's coal power plants to address multiple environmental objectives,NATURE SUSTAINABILITY,10.1038/s41893-018-0174-1,2018,,
WOS:000438408800116,J,"Zhang, Y; Liao, H; Ding, X; Jo, D; Li, K",Implications of RCP emissions on future concentration and direct radiative forcing of secondary organic aerosol over China,SCIENCE OF THE TOTAL ENVIRONMENT,10.1016/j.scitotenv.2018.05.274,2018,SOA; RCP; Anthropogenic emission; Contribution; DRF,
WOS:000451531700145,J,"Bashir, S; Ahmad, I; Ahmad, SR",Low-Emission Modeling for Energy Demand in the Household Sector: A Study of Pakistan as a Developing Economy,SUSTAINABILITY,10.3390/su10113971,2018,nationally determined contributions; energy policy scenarios; GHG mitigation,
WOS:000451531700418,J,"Bian, Y; Yu, Z; Zeng, XL; Feng, JC; He, C",Achieving China's Long-Term Carbon Emission Abatement Targets: A Perspective from Regional Disparity,SUSTAINABILITY,10.3390/su10114244,2018,regional disparity; long-term emission target; carbon dioxide abatement; low-carbon development; China,
WOS:000451531700169,J,"Toledo, ALL; La Rovere, EL","Urban Mobility and Greenhouse Gas Emissions: Status, Public Policies, and Scenarios in a Developing Economy City, Natal, Brazil",SUSTAINABILITY,10.3390/su10113995,2018,urban mobility; emissions inventory; greenhouse gases; GHG; urban transport; public policy,
WOS:000451531700314,J,"Oh, S; Shin, H; Cho, H; Lee, B",Transient Impact Analysis of High Renewable Energy Sources Penetration According to the Future Korean Power Grid Scenario,SUSTAINABILITY,10.3390/su10114140,2018,transient impact; renewable energy source penetration; power system stability,
WOS:000451531700200,J,"Volodya, E; Yeo, MJ; Kim, YP",Trends of Ecological Footprints and Policy Direction for Sustainable Development in Mongolia: A Case Study,SUSTAINABILITY,10.3390/su10114026,2018,Ecological Footprint; Biological Capacity; grazing land; herding practice; livestock types and number control; carbon emission; coal combustion efficiency; renewable energy,
WOS:000451736300209,J,"Gu, L; Chen, J; Xu, CY; Wang, HM; Zhang, LP",Synthetic Impacts of Internal Climate Variability and Anthropogenic Change on Future Meteorological Droughts over China,WATER,10.3390/w10111702,2018,climate change; internal climate variability; drought; frequency analysis; China,
