title,authors,source,doi,d_type,publication_year,horizon_year,author_keywords,scopus_number,WOS_number,prepro_title
Future private car stock in China: current growth pattern and effects of car sales restriction,"Gan Y., Lu Z., Cai H., Wang M., He X., Przesmitzki S.",Mitigation and Adaptation Strategies for Global Change,10.1007/s11027-019-09868-3,Article,2020,,Car sales; China; Energy consumption; Private car stock; Projection; Sales restrictions,2-s2.0-85070217802,WOS:000540776200002,future private car stock in china current growth pattern and effects of car sales restriction
Future projections of flood dynamics in the Vietnamese Mekong Delta,"Triet N.V.K., Dung N.V., Hoang L.P., Duy N.L., Tran D.D., Anh T.T., Kummu M., Merz B., Apel H.",Science of the Total Environment,10.1016/j.scitotenv.2020.140596,Article,2020,,Climate change; Hydrodynamic modelling; Hydropower; Land subsidence; Sea-level rise,2-s2.0-85087497778,WOS:000569416800008,future projections of flood dynamics in the vietnamese mekong delta
Future renewable fuel mixes in transport in Germany under RED II and climate protection targets,"Meisel K., Millinger M., Naumann K., Müller-Langer F., Majer S., Thrän D.",Energies,10.3390/en13071712,Article,2020,,Biofuels; Competition; GHG emissions; GHG quota; Modelling; RED II,2-s2.0-85082753161,WOS:000537688400181,future renewable fuel mixes in transport in germany under red ii and climate protection targets
Future scenario of China's downstream oil reform: Improving the energy-environmental efficiency of the pipeline networks through interconnectivity,"Yuan M., Zhang H., Wang B., Zhang Y., Zhou X., Liang Y.",Energy Policy,10.1016/j.enpol.2020.111403,Article,2020,,China; Downstream oil supply chain; Emission reduction; Energy efficiency; Energy reform; Pipeline network interconnectivity,2-s2.0-85081226702,WOS:000529795600031,future scenario of china s downstream oil reform improving the energy environmental efficiency of the pipeline networks through interconnectivity
Gasoline and diesel demand in the EU: Implications for the 2030 emission goal,Aklilu A.Z.,Renewable and Sustainable Energy Reviews,10.1016/j.rser.2019.109530,Article,2020,,ARDL bounds; Diesel demand; Fuel tax; Gasoline demand; Income elasticity; Price elasticity; The EU-28 2030 emissions policy,2-s2.0-85075509296,WOS:000501608800021,gasoline and diesel demand in the eu implications for the 2030 emission goal
German Energy and Decarbonization Scenarios: “Blind Spots” With Respect to Biomass-Based Carbon Removal Options,"Hahn A., Szarka N., Thrän D.",Frontiers in Energy Research,10.3389/fenrg.2020.00130,Review,2020,,Bioenergy with Carbon Capture and Storage (BECCS); biogenic carbon; carbon capture and utilization (CCU); Carbon Dioxide Removal (CDR); energy scenarios; Germany; negative emission technology (NET); power-to-gas (PtG),2-s2.0-85088429337,WOS:000553070900001,german energy and decarbonization scenarios blind spots with respect to biomass based carbon removal options
Global Change Can Make Coastal Eutrophication Control in China More Difficult,"Wang M., Kroeze C., Strokal M., van Vliet M.T.H., Ma L.",Earth's Future,10.1029/2019EF001280,Article,2020,,Climate change; Coastal eutrophication; Nutrient export; Socio-economic change; Source attribution; Sub-basins,2-s2.0-85083676191,WOS:000530038700004,global change can make coastal eutrophication control in china more difficult
Global environmental problems in Russia,Semenova G.,E3S Web of Conferences,10.1051/e3sconf/202015702023,Conference Paper,2020,,,2-s2.0-85084108012,,global environmental problems in russia
Green constitution concept to achieve green Indonesia 2030,"Arfin, Lindawati R.D.",International Journal of Advanced Science and Technology,,Article,2020,,CCS technology; Environment; Green constitution; Green Indonesia,2-s2.0-85082000780,,green constitution concept to achieve green indonesia 2030
Green innovation and business sustainability: New evidence from energy intensive industry in China,"Li L., Msaad H., Sun H., Tan M.X., Lu Y., Lau A.K.W.",International Journal of Environmental Research and Public Health,10.3390/ijerph17217826,Article,2020,,Business sustainability; Energy intensive industry; Green innovation,2-s2.0-85094210174,MEDLINE:33114610,green innovation and business sustainability new evidence from energy intensive industry in china
Greenhouse gas abatement potentials and economics of selected biochemicals in Germany,"Musonda F., Millinger M., Thrän D.",Sustainability (Switzerland),10.3390/su12062230,Article,2020,,Biobased polymers; Biochemicals; Bioeconomy; GHG abatement scenario analysis; Greenhouse gas (GHG) abatement; Optimal biomass allocation,2-s2.0-85083019413,WOS:000523751400077,greenhouse gas abatement potentials and economics of selected biochemicals in germany
Greenhouse gas consequences of the China dual credit policy,"He X., Ou S., Gan Y., Lu Z., Przesmitzki S.V., Bouchard J.L., Sui L., Amer A.A., Lin Z., Yu R., Zhou Y., Wang M.",Nature Communications,10.1038/s41467-020-19036-w,Article,2020,,,2-s2.0-85092562312,MEDLINE:33060579,greenhouse gas consequences of the china dual credit policy
Greenhouse gas emissions due to land use change in Brazil from 1990 to 2015: Comparison of methodological approaches,"Sanquetta C., Dalla Corte A.P., Sanquetta M., Pelissari A., Tomé M.",Desenvolvimento e Meio Ambiente,10.5380/dma.v53i0.68494,Article,2020,,Biomes; Carbon stock; Deforestation; Forest conversion; Greenhouse gases,2-s2.0-85088376424,WOS:000556652600003,greenhouse gas emissions due to land use change in brazil from 1990 to 2015 comparison of methodological approaches
Growth and survival of potential tree species for carbon-offset in degraded areas from southeast Brazil,"de Morais Junior V.T.M., Jacovine L.A.G., Alves E.B.B.M., Torres C.M.M.E., Faustino I.S., França L.C.D.J., Rocha S.J.S.S.D., Simiqueli G.F., Silva L.B., Cruz R.A.-D.L.",Ecological Indicators,10.1016/j.ecolind.2020.106514,Article,2020,,Compensation; Greenhouse gases; Mitigation Restoration,2-s2.0-85086143831,WOS:000555558600012,growth and survival of potential tree species for carbon offset in degraded areas from southeast brazil
Guiding the future energy transition to net-zero emissions: Lessons from exploring the differences between France and Sweden,"Millot A., Krook-Riekkola A., Maïzi N.",Energy Policy,10.1016/j.enpol.2020.111358,Article,2020,,Carbon neutrality; Climate mitigation; Energy transition; France; Sweden; TIMES/MARKAL,2-s2.0-85079897066,WOS:000528255000062,guiding the future energy transition to net zero emissions lessons from exploring the differences between france and sweden
Health and climate impacts of scaling adoption of liquefied petroleum gas (LPG) for clean household cooking in cameroon: A modeling study,"Kypridemos C., Puzzolo E., Aamaas B., Hyseni L., Shupler M., Aunan K., Pope D.",Environmental Health Perspectives,10.1289/EHP4899,Article,2020,,,2-s2.0-85082792262,WOS:000539746400001,health and climate impacts of scaling adoption of liquefied petroleum gas lpg for clean household cooking in cameroon a modeling study
Health and economic benefit of China's greenhouse gas mitigation by 2050,"Xie Y., Wu Y., Xie M., Li B., Zhang H., Ma T., Zhang Y.",Environmental Research Letters,10.1088/1748-9326/aba97b,Article,2020,,Air pollution; Climate mitigation; Economic impact; Health impact; IMED model,2-s2.0-85092435037,WOS:000576430500001,health and economic benefit of china s greenhouse gas mitigation by 2050
Health and economic impacts of air pollution induced by weather extremes over the continental U.S.,"Zhang Y., Yang P., Gao Y., Leung R.L., Bell M.L.",Environment International,10.1016/j.envint.2020.105921,Article,2020,,Continental U.S.; Morbidity; Mortality; O3; PM2.5; Weather extremes,2-s2.0-85087294962,MEDLINE:32623223,health and economic impacts of air pollution induced by weather extremes over the continental u s
Heat Roadmap Chile: A national district heating plan for air pollution decontamination and decarbonisation,"Paardekooper S., Lund H., Chang M., Nielsen S., Moreno D., Thellufsen J.Z.",Journal of Cleaner Production,10.1016/j.jclepro.2020.122744,Article,2020,,Air pollution; District heating; Efficient combustion; Energy system analysis; Smart energy systems,2-s2.0-85087944686,WOS:000570238600001,heat roadmap chile a national district heating plan for air pollution decontamination and decarbonisation
Heat vulnerability and heat island mitigation in the United States,"Lim J., Skidmore M.",Atmosphere,10.3390/atmos11060558,Article,2020,,Aging; Development; Disaster; Extreme heat; Heat island mitigation; Housing; Poverty; Urbanization; Vulnerability,2-s2.0-85087108958,WOS:000551188800001,heat vulnerability and heat island mitigation in the united states
High-Resolution Gridded Population Projections for China Under the Shared Socioeconomic Pathways,"Chen Y., Li X., Huang K., Luo M., Gao M.",Earth's Future,10.1029/2020EF001491,Article,2020,,extreme heat exposure; gridded population projections; shared socioeconomic pathways,2-s2.0-85087051165,WOS:000545702400002,high resolution gridded population projections for china under the shared socioeconomic pathways
"High-resolution assessment of ammonia emissions in China: Inventories, driving forces and mitigation",Ma S.,Atmospheric Environment,10.1016/j.atmosenv.2020.117458,Article,2020,,Ammonia emission; Driving force; Mitigation; Policy implications; Spatial variation; Temporal evolution,2-s2.0-85082770006,WOS:000530031600014,high resolution assessment of ammonia emissions in china inventories driving forces and mitigation
High-resolution solar climate atlas for greece under climate change using the weather research and forecasting (WRF) model,"Katopodis T., Markantonis I., Politi N., Vlachogiannis D., Sfetsos A.",Atmosphere,10.3390/ATMOS11070761,Article,2020,,Clear-sky fraction; Greece; RCPs; Regional climate model simulations; Solar climate atlas; Solar energy,2-s2.0-85089482766,WOS:000572580000001,high resolution solar climate atlas for greece under climate change using the weather research and forecasting wrf model
Holistic renovation of historic and heritage buildings: comparing New Zealand and international scenarios,"Paschoalin R., Isaacs N.",International Journal of Building Pathology and Adaptation,10.1108/IJBPA-06-2020-0049,Review,2020,,Climate change; Environmental sustainability; Heritage conservation; Historic building; Holistic renovation,2-s2.0-85094658707,,holistic renovation of historic and heritage buildings comparing new zealand and international scenarios
How China's electricity generation sector can achieve its carbon intensity reduction targets?,"Zhao Y., Cao Y., Shi X., Li H., Shi Q., Zhang Z.",Science of the Total Environment,10.1016/j.scitotenv.2019.135689,Article,2020,,2020/2030 targets; Carbon intensity; Driving forces; Electricity generation; Scenario analysis,2-s2.0-85075861626,WOS:000506376300067,how china s electricity generation sector can achieve its carbon intensity reduction targets
"How action on climate change could benefit United States natural gas producers, but not without federal mandates",Rine J.M.,AAPG Bulletin,10.1306/10021918031,Article,2020,,,2-s2.0-85092711264,WOS:000514550900001,how action on climate change could benefit united states natural gas producers but not without federal mandates
How can Azerbaijan meet its Paris Agreement commitments: assessing the effectiveness of climate change-related energy policy options using LEAP modeling,Felver T.B.,Heliyon,10.1016/j.heliyon.2020.e04697,Article,2020,,Azerbaijan; Climate change; Climatology; Environmental analysis; Environmental economics; Environmental science; GHG emissions Inventory and projection; IPCC; LEAP,2-s2.0-85089838434,WOS:000568756800023,how can azerbaijan meet its paris agreement commitments assessing the effectiveness of climate change related energy policy options using leap modeling
How can china achieve its non-fossil energy target? An effective allocation of china’s renewable electricity consumption obligation,"Zhang J., Gao R., Xu N., Xie C.",Frontiers in Energy Research,10.3389/fenrg.2020.00103,Article,2020,,Allocation; Intended Nationally Determined Contributions (INDCs); Renewable electricity consumption; Top-down model; Zero sum gains-data envelopment analysis (ZSG-DEA),2-s2.0-85087335249,WOS:000543446000001,how can china achieve its non fossil energy target an effective allocation of china s renewable electricity consumption obligation
