index1,topic_charact,number_of_abs,title
2958,1_climat_chang_temperatur_futur_project,2000,Land use implications of future energy system trajectories-The case of the UK 2050 Carbon Plan
2959,1_climat_chang_temperatur_futur_project,2000,Modelling the hydro-geochemistry of acid-sensitive catchments in Finland under atmospheric deposition and biomass harvesting scenarios
2960,1_climat_chang_temperatur_futur_project,2000,Promoting renewable energy through willingness to pay for transition to a low carbon society in Japan
2961,1_climat_chang_temperatur_futur_project,2000,Carbon capture and storage: Pulling down the barriers in the European Union
2962,1_climat_chang_temperatur_futur_project,2000,"Climate, air quality, and health benefits of a carbon fee-and-rebate bill in Massachusetts, USA"
2963,1_climat_chang_temperatur_futur_project,2000,The Scottish Electricity Dispatch Model
2964,1_climat_chang_temperatur_futur_project,2000,When is the sun going to shine for the Brazilian energy sector? A story of how modelling affects solar electricity
2965,1_climat_chang_temperatur_futur_project,2000,Assessing the costs and benefits of US renewable portfolio standards
2966,1_climat_chang_temperatur_futur_project,2000,The role of attitudinal motivations and collective efficacy on Chinese consumers’ intentions to engage in personal behaviors to mitigate climate change
2967,1_climat_chang_temperatur_futur_project,2000,The Divergence of Low Carbon Transport Policies in the EU: the Cases of Czech Republic and the Netherlands
2968,1_climat_chang_temperatur_futur_project,2000,Emission Projections for Long-Haul Freight Trucks and Rail in the United States through 2050
2969,1_climat_chang_temperatur_futur_project,2000,Future renewable fuel mixes in transport in Germany under RED II and climate protection targets
2970,1_climat_chang_temperatur_futur_project,2000,Environmental impact assessment of the transportation sector and hybrid vehicle implications in Palestine
2971,1_climat_chang_temperatur_futur_project,2000,"Assessing the seismic risk of cities at fine-scale: a case study of Haidian district in Beijing, China"
2972,1_climat_chang_temperatur_futur_project,2000,Pathways for Germany’s low-carbon energy transformation towards 2050
2973,1_climat_chang_temperatur_futur_project,2000,The role of biomass in China's long-term mitigation toward the Paris climate goals
2974,1_climat_chang_temperatur_futur_project,2000,The South African centre for carbon capture and storage delivering CCS in the developing world
2975,1_climat_chang_temperatur_futur_project,2000,"Prediction and mitigation potential of anthropogenic ammonia emissions within the Beijing–Tianjin–Hebei region, China"
2976,1_climat_chang_temperatur_futur_project,2000,A study on mitigation potential in service building sector: Efficient technology implications of China's Intended Nationally Determined Contribution
2977,1_climat_chang_temperatur_futur_project,2000,The estimated schedule and mitigation potential for hydrofluorocarbons phase-down in China
2978,1_climat_chang_temperatur_futur_project,2000,Expectations and drivers of future greenhouse gas emissions from Canada's oil sands: An expert elicitation
2979,1_climat_chang_temperatur_futur_project,2000,Estimated HCFC-22 emissions for 1990-2050 in China and the increasing contribution to global emissions
2980,1_climat_chang_temperatur_futur_project,2000,"Future drought and aridity monitoring using multi-model approach under climate change in Hintalo Wejerat district, Ethiopia"
2981,1_climat_chang_temperatur_futur_project,2000,"Modelling the future low-carbon energy systems-case study of greater Copenhagen, Denmark"
2982,1_climat_chang_temperatur_futur_project,2000,A warmer policy for a colder climate: Can China both reduce poverty and cap carbon emissions?
2983,1_climat_chang_temperatur_futur_project,2000,Growth impacts of Swiss steering-based climate policies
2984,1_climat_chang_temperatur_futur_project,2000,Fossil fuel carbon taxation policy effect on thai household expenditure using input-output price structural path model
2985,1_climat_chang_temperatur_futur_project,2000,Peruvian Amazonian natives and climate change: Minorities facing a global problem
2986,1_climat_chang_temperatur_futur_project,2000,Natural gas in the low-carbon energy structure of China
2987,1_climat_chang_temperatur_futur_project,2000,"Simulated CO2 emissions from 2016-2060 with comparison to INDCs for EU, US, China and India"
2988,1_climat_chang_temperatur_futur_project,2000,A simulation-based analysis of transition pathways for the Dutch electricity system
2989,1_climat_chang_temperatur_futur_project,2000,Health and climate impacts of future United States land freight modelled with global-to-urban models
2990,1_climat_chang_temperatur_futur_project,2000,Impact of including land-use change emissions from biofuels on meeting GHG emissions reduction targets: the example of Ireland
2991,1_climat_chang_temperatur_futur_project,2000,ECONOMIC IMPACTS of CLIMATE CHANGE and AIR POLLUTION in CHINA through HEALTH and LABOR SUPPLY PERSPECTIVE: AN INTEGRATED ASSESSMENT MODEL ANALYSIS
2992,1_climat_chang_temperatur_futur_project,2000,Beyond greenfield and brownfield: The challenge of regenerating Australia's greyfield suburbs
2993,1_climat_chang_temperatur_futur_project,2000,Reimagining energy in the Canadian boreal zone: Policy needs to facilitate a successful transition to a low-carbon energy future1
2994,1_climat_chang_temperatur_futur_project,2000,Economic and climate impacts of reducing China's renewable electricity curtailment: A comparison between CGE models with alternative nesting structures of electricity
2995,1_climat_chang_temperatur_futur_project,2000,National Policies and Developmental Strategy of Furniture Industry of Korea Corresponding the Climate Change
2996,1_climat_chang_temperatur_futur_project,2000,Achieving reductions in greenhouse gases in the US road transportation sector
2997,1_climat_chang_temperatur_futur_project,2000,Low carbon electricity system for India in 2030 based on multi-objective multi-criteria assessment
2998,1_climat_chang_temperatur_futur_project,2000,Low carbon scenarios for transport in India: Co-benefits analysis
2999,1_climat_chang_temperatur_futur_project,2000,Climate change adaptive capacity in santiago de chile: Creating a governance regime for sustainability planning
3000,1_climat_chang_temperatur_futur_project,2000,Driving Carbon Capture and Storage forward in China
3001,1_climat_chang_temperatur_futur_project,2000,Carbon tax and energy resource in Indian power sector
3002,1_climat_chang_temperatur_futur_project,2000,Investment appraisal of cost-optimal and near-optimal pathways for the UK electricity sector transition to 2050
3003,1_climat_chang_temperatur_futur_project,2000,Impacts of u.s. carbon tariffs on china's foreign trade and socialwelfare
3004,1_climat_chang_temperatur_futur_project,2000,Analysis of the impacts of alternative technologies on energy systems in Japan
3005,1_climat_chang_temperatur_futur_project,2000,News round-up: Americas: US and Canada agree climate pact
3006,1_climat_chang_temperatur_futur_project,2000,"Assessing the fairness and ambition of intended nationally determined contributions of US, EU, China and India"
3007,1_climat_chang_temperatur_futur_project,2000,Financial Viability of Grid-connected Solar PV and Wind Power Systems in Germany
3008,1_climat_chang_temperatur_futur_project,2000,"Scenarios for sustainable heat supply and heat savings in municipalities - The case of HelsingØr, Denmark"
3009,1_climat_chang_temperatur_futur_project,2000,Cost and benefits of deep decarbonization in Russia
3010,1_climat_chang_temperatur_futur_project,2000,Modelling sustainable energy futures for the UK
3011,1_climat_chang_temperatur_futur_project,2000,Replacing hard coal with wind and nuclear power in Finland- impacts on electricity and district heating markets
3012,1_climat_chang_temperatur_futur_project,2000,India in 2 °C and well below 2 °C worlds: Opportunities and challenges
3013,1_climat_chang_temperatur_futur_project,2000,The impact of emission trading scheme and the ratio of free quota: A dynamic recursive CGE model in China
3014,1_climat_chang_temperatur_futur_project,2000,By 2050 the mitigation effects of EU forests could nearly double through climate smart forestry
3015,1_climat_chang_temperatur_futur_project,2000,The policy-driven peak and reduction of China's carbon emissions
3016,1_climat_chang_temperatur_futur_project,2000,The researches on energy sustainability in Northern China
3017,1_climat_chang_temperatur_futur_project,2000,The Land Sector in the 2030 EU Climate Change Policy Framework: A Look at the Future
3018,1_climat_chang_temperatur_futur_project,2000,Renewable energy market potential in UK
3019,1_climat_chang_temperatur_futur_project,2000,"Diesel, petrol or electric vehicles: What choices to improve urban air quality in the Ile-de-France region? A simulation platform and case study"
3020,1_climat_chang_temperatur_futur_project,2000,Role of technologies in energy-related CO2 mitigation in China within a climate-protection world: A scenarios analysis using REMIND
3021,1_climat_chang_temperatur_futur_project,2000,South African approach to carbon tax and implications to the cement sector
3022,1_climat_chang_temperatur_futur_project,2000,"Analysis of potential for reducing emissions of greenhouse gases in municipal solid waste in Brazil, in the state and city of Rio de Janeiro"
3023,1_climat_chang_temperatur_futur_project,2000,"Projection of ship emissions and their impact on air quality in 2030 in Yangtze River delta, China"
3024,1_climat_chang_temperatur_futur_project,2000,"Predominant effects of emission reduction by recording 8-year water-soluble ions in precipitation in Taiyuan, North China"
3025,1_climat_chang_temperatur_futur_project,2000,An analysis of China's climate policy using the China-in-Global Energy Model
3026,1_climat_chang_temperatur_futur_project,2000,The effects of energy efficiency improvement in China with global interaction
3027,1_climat_chang_temperatur_futur_project,2000,Internalizing external cost in electricity development in Indonesia: A factor decomposition analysis
3028,1_climat_chang_temperatur_futur_project,2000,Projections of Proper Beach Nourishment Volume as an Adaptation to Beach Recession based SLR along the Nile Delta Coastline of Egypt
3029,1_climat_chang_temperatur_futur_project,2000,Ozone and haze pollution weakens net primary productivity in China
3030,1_climat_chang_temperatur_futur_project,2000,An integrated assessment of the potential of agricultural and forestry residues for energy production in China
3031,1_climat_chang_temperatur_futur_project,2000,Mexico's low carbon futures: An integrated assessment for energy planning and climate change mitigation by 2050
3032,1_climat_chang_temperatur_futur_project,2000,Increasing crop yields and root input make Canadian farmland a large carbon sink
3033,1_climat_chang_temperatur_futur_project,2000,Fast track or Slo-Mo? Public support and temporal preferences for phasing out fossil fuel cars in the United States
3034,1_climat_chang_temperatur_futur_project,2000,A Study on the Countermeasures about Changes in Global Environmental Regulations of Post-Kyoto Protocol - Focused on the Comparison of South Korea and Japan -
3035,1_climat_chang_temperatur_futur_project,2000,Introduction of Energy and Climate Mitigation Policy Issues in Energy - Environment Model of Latvia
3036,1_climat_chang_temperatur_futur_project,2000,Current and Future Disease Burden From Ambient Ozone Exposure in India
3037,1_climat_chang_temperatur_futur_project,2000,Local climate policies in Japan: A case study of Nagoya city’s strategy
3038,1_climat_chang_temperatur_futur_project,2000,German Energy and Decarbonization Scenarios: “Blind Spots” With Respect to Biomass-Based Carbon Removal Options
3039,1_climat_chang_temperatur_futur_project,2000,The impacts of the Brazilian NDC and their contribution to the Paris agreement on climate change
3040,1_climat_chang_temperatur_futur_project,2000,"The paris agreement and Montenegro’s INDC: Assessing the environmental, social, and economic impacts of selected investments"
3041,1_climat_chang_temperatur_futur_project,2000,Climate change mitigation potential of wood use in civil engineering in Japan based on life-cycle assessment
3042,1_climat_chang_temperatur_futur_project,2000,"Modelling the effect of forest cover in mitigating nitrate contamination of groundwater: A case study of the Sherwood Sandstone aquifer in the East Midlands, UK"
3043,1_climat_chang_temperatur_futur_project,2000,Possible energy futures for Brazil and Latin America in conservative and stringent mitigation pathways up to 2050
3044,1_climat_chang_temperatur_futur_project,2000,Audience with His Majesty. The King of Spain
3045,1_climat_chang_temperatur_futur_project,2000,Challenges for hydropower-based nationally determined contributions: a case study for Ecuador
3046,1_climat_chang_temperatur_futur_project,2000,Dynamic building stock modelling: Application to 11 European countries to support the energy efficiency and retrofit ambitions of the EU
3047,1_climat_chang_temperatur_futur_project,2000,"Power digest: EU adopts energy, climate targets for 2030"
3048,1_climat_chang_temperatur_futur_project,2000,"Modelling acidification, recovery and target loads for headwater catchments in Nova Scotia, Canada"
3049,1_climat_chang_temperatur_futur_project,2000,"Using the ROTAN model to predict nitrogen loads to Lake Rotorua, New Zealand"
3050,1_climat_chang_temperatur_futur_project,2000,Present day and future scenarios of coastal erosion and flooding processes along the Italian Adriatic coast: the case of Molise region
3051,1_climat_chang_temperatur_futur_project,2000,Sustaining the regime of climate change with special reference to India
3052,1_climat_chang_temperatur_futur_project,2000,"GHG mitigation & sustainability co-benefits of urban solid waste management strategies: A case study of Ahmedabad, India"
3053,1_climat_chang_temperatur_futur_project,2000,Mitigating ammonia emission from agriculture reduces PM2.5 pollution in the Hai River Basin in China
3054,1_climat_chang_temperatur_futur_project,2000,Korea’s Nuclear Energy Policy in the Climate Era Policy Change after the Fukushima Accident
3055,1_climat_chang_temperatur_futur_project,2000,Projected Changes of Future Extreme Drought Events under Numerous Drought Indices in the Heilongjiang Province of China
3056,1_climat_chang_temperatur_futur_project,2000,"Sustainability of irrigated agriculture with overexploited aquifers: The case of Segura basin (SE, Spain)"
3057,1_climat_chang_temperatur_futur_project,2000,Combined Assessment of Climate Change and Socio-Economic Development as Drivers of Freshwater Availability in the South of Portugal
3058,1_climat_chang_temperatur_futur_project,2000,Analysis of the impact of hybrid vehicles on energy systems in Japan
3059,1_climat_chang_temperatur_futur_project,2000,Modelling the impact of Nigeria household energy policies on energy consumption and CO2 emissions
3060,1_climat_chang_temperatur_futur_project,2000,Potential carbon benefits of the Conservation Reserve Program in the United States
3061,1_climat_chang_temperatur_futur_project,2000,Hazard Risks and Their Impact on Critical Infrastructures (Case Analysis - Natural Gas Networks of Italy and Romania)
3062,1_climat_chang_temperatur_futur_project,2000,Participatory Demographic Scenarios Addressing Uncertainty and Transformative Change in Ethiopia
3063,1_climat_chang_temperatur_futur_project,2000,Modelling steady state performance of a local electricity distribution system under UK 2050 carbon pathway scenarios
3064,1_climat_chang_temperatur_futur_project,2000,Quantifying the co-impacts of energy sector decarbonisation on outdoor air pollution in the United Kingdom
3065,1_climat_chang_temperatur_futur_project,2000,Trends in IVIG use at a tertiary care Canadian center and impact of provincial use mitigation strategies: 10-year retrospective study with interrupted time series analysis
3066,1_climat_chang_temperatur_futur_project,2000,Exploring the impacts of regional unbalanced carbon tax on CO2 emissions and industrial competitiveness in Liaoning province of China
3067,1_climat_chang_temperatur_futur_project,2000,UK struggles to attract low-carbon investment
3068,1_climat_chang_temperatur_futur_project,2000,A strategy for reducing CO2 emissions from buildings with the Kaya identity - A Swiss energy system analysis and a case study
3069,1_climat_chang_temperatur_futur_project,2000,Impacts of export restructuring on national economy and CO2 emissions: A general equilibrium analysis for China
3070,1_climat_chang_temperatur_futur_project,2000,"Analysis of CO2 drivers and emissions forecast in a typical industry-oriented county: Changxing County, China"
3071,1_climat_chang_temperatur_futur_project,2000,Modelling low-carbon uk energy system design through 2050 in a collaboration of industry and the public sector
3072,1_climat_chang_temperatur_futur_project,2000,How likely is Brazil to achieve its NDC commitments in the energy sector? A review on Brazilian low-carbon energy perspectives
3073,1_climat_chang_temperatur_futur_project,2000,Analysis of energy security and sustainability in future low carbon scenarios for Brazil
3074,1_climat_chang_temperatur_futur_project,2000,EVALUATING India'S CLIMATE TARGETS: The IMPLICATIONS of ECONOMY-WIDE and SECTOR-SPECIFIC POLICIES
3075,1_climat_chang_temperatur_futur_project,2000,Analysis of the future electricity system in Brazil
3076,1_climat_chang_temperatur_futur_project,2000,"Social Challenges of Electricity Transmission: Grid Deployment in Germany, the United Kingdom, and Belgium"
3077,1_climat_chang_temperatur_futur_project,2000,The impact of regional convergence in energy-intensive industries on China 's CO 2 emissions and emission goals
3078,1_climat_chang_temperatur_futur_project,2000,Carbon tax scenarios for China and India: Exploring politically feasible mitigation goals
3079,1_climat_chang_temperatur_futur_project,2000,Assessing Human Health PM2.5 and Ozone Impacts from U.S. Oil and Natural Gas Sector Emissions in 2025
3080,1_climat_chang_temperatur_futur_project,2000,Projection of the future EU forest CO2 sink as affected by recent bioenergy policies using two advanced forest management models
3081,1_climat_chang_temperatur_futur_project,2000,Ecosystem carbon stocks and sequestration potential of federal lands across the conterminous United States
3082,1_climat_chang_temperatur_futur_project,2000,Categorising virtual water transfers through China's electric power sector
3083,1_climat_chang_temperatur_futur_project,2000,How the choice of multi-gas equivalency metrics affects mitigation options: The case of CO2 capture in a Brazilian coal-fired power plant
3084,1_climat_chang_temperatur_futur_project,2000,The role of bioenergy and biochemicals in CO2 mitigation through the energy system – a scenario analysis for the Netherlands
3085,1_climat_chang_temperatur_futur_project,2000,Turkey's energy planning considering global environmental concerns
3086,1_climat_chang_temperatur_futur_project,2000,Carbon capture and storage potential in coal-fired plant in Malaysia - A review
3087,1_climat_chang_temperatur_futur_project,2000,A rapid method for flood susceptibility mapping in two districts of Phatthalung Province (Thailand): present and projected conditions for 2050
3088,1_climat_chang_temperatur_futur_project,2000,Using Kaya and LMDI models to analyze carbon emissions from the energy consumption in China
3089,1_climat_chang_temperatur_futur_project,2000,Exposure and risk assessment of zinc in Japanese surface waters
3090,1_climat_chang_temperatur_futur_project,2000,Long term scenarios for bioenergy in India
3091,1_climat_chang_temperatur_futur_project,2000,The development of renewable energy power in India: Which policies have been effective?
3092,1_climat_chang_temperatur_futur_project,2000,JULES-BE: Representation of bioenergy crops and harvesting in the Joint UK Land Environment Simulator vn5.1
3093,1_climat_chang_temperatur_futur_project,2000,Climate and health impacts of US emissions reductions consistent with 2 °c
3094,1_climat_chang_temperatur_futur_project,2000,"The ecological benefit-loss evaluation in a riverine wetland for hydropower projects - A case study of Xiaolangdi reservoir in the Yellow River, China"
3095,1_climat_chang_temperatur_futur_project,2000,"Modelling the long-term response of stream water chemistry to forestry in Galloway, Southwest Scotland"
3096,1_climat_chang_temperatur_futur_project,2000,Trends in Japanese households' critical-metals material footprints
3097,1_climat_chang_temperatur_futur_project,2000,Critical success factors for embedding carbon management in organizations: lessons from the UK higher education sector
3098,1_climat_chang_temperatur_futur_project,2000,Modelling forest carbon stock changes as affected by harvest and natural disturbances. II. EU-level analysis
3099,1_climat_chang_temperatur_futur_project,2000,"Exploring synergies between the intended nationally determined contributions and electrification goals of Ethiopia, Kenya and the Democratic Republic of Congo (DRC)"
3100,1_climat_chang_temperatur_futur_project,2000,Carbon emissions trends with optimal balanced economic growth of China and the USA and some abatement options for China
3101,1_climat_chang_temperatur_futur_project,2000,Estimation of the cost of greenhouse gas reduction in Korea under the global scenario of 1.5 °C temperature increase
3102,1_climat_chang_temperatur_futur_project,2000,Pathways to a fully sustainable electricity supply for Nigeria in the mid-term future
3103,1_climat_chang_temperatur_futur_project,2000,Prioritising business model innovation: What needs to change in the United Kingdom energy system to grow low carbon entrepreneurship?
3104,1_climat_chang_temperatur_futur_project,2000,Prospects for the Norwegian forest sector: A green shift to come?
3105,1_climat_chang_temperatur_futur_project,2000,"Estimating net primary production and annual plant carbon inputs, and modelling future changes in soil carbon stocks in arable farmlands of northern Japan"
3106,1_climat_chang_temperatur_futur_project,2000,Long-term energy and climate implications of carbon capture and storage deployment strategies in the us coal-fired electricity fleet
3107,1_climat_chang_temperatur_futur_project,2000,"Retrofitting housing with lightweight green roof technology in Sydney, Australia, and Rio de Janeiro, Brazil"
3108,1_climat_chang_temperatur_futur_project,2000,"The economics of the CO2 emission and mitigation modeling: A study for China, USA and France, in the Period 2010-2050"
3109,1_climat_chang_temperatur_futur_project,2000,Past and future changes to acidified eastern Canadian lakes: A geochemical modeling approach
3110,1_climat_chang_temperatur_futur_project,2000,The analysis of electricity production and greenhouse-gas emission reduction from municipal solid waste sector in Oman
3111,1_climat_chang_temperatur_futur_project,2000,"Quantitative assessment of industrial VOC emissions in China: Historical trend, spatial distribution, uncertainties, and projection"
3112,1_climat_chang_temperatur_futur_project,2000,What are the key drivers of MAC curves? A partial-equilibrium modelling approach for the UK
3113,1_climat_chang_temperatur_futur_project,2000,The effects of carbon reduction on sectoral competitiveness in China: A case of Shanghai
3114,1_climat_chang_temperatur_futur_project,2000,Environmental impacts of future low-carbon electricity systems: Detailed life cycle assessment of a Danish case study
3115,1_climat_chang_temperatur_futur_project,2000,Supply optimization based on society's cost of electricity and a calibrated demand model for future renewable energy transition in Niger
3116,1_climat_chang_temperatur_futur_project,2000,The predicted number of air pollution related deaths in the UK during the August 2003 heatwave
3117,1_climat_chang_temperatur_futur_project,2000,Multi-regional evaluation of the U.S. electricity sector under technology and policy uncertainties: Findings from MARKAL EPA9rUS modeling
3118,1_climat_chang_temperatur_futur_project,2000,The cost of achieving South Africa’s ‘fair share’ of global climate change mitigation
3119,1_climat_chang_temperatur_futur_project,2000,Large-Scale U.S. Unconventional Fuels Production and the Role of Carbon Dioxide Capture and Storage Technologies in Reducing Their Greenhouse Gas Emissions
3120,1_climat_chang_temperatur_futur_project,2000,Adding value to EU energy policy analysis using a multi-model approach with an EU-28 electricity dispatch model
3121,1_climat_chang_temperatur_futur_project,2000,The impact of a CO2 reduction target on the private car fleet in the Netherlands
3122,1_climat_chang_temperatur_futur_project,2000,An optimization-based analysis of decarbonization pathways and flexibility requirements in the Chilean electric power system
3123,1_climat_chang_temperatur_futur_project,2000,Assessing carbon emission control strategies: The case of China
3124,1_climat_chang_temperatur_futur_project,2000,Energy for rural India
3125,1_climat_chang_temperatur_futur_project,2000,"Groundwater level response of the primary forest, ex-peatland fire, and community mix plantation in the Kampar peninsula, Indonesia"
3126,1_climat_chang_temperatur_futur_project,2000,Potential contributions of forestry and wood use to climate change mitigation in Japan
3127,1_climat_chang_temperatur_futur_project,2000,Atmospheric emissions of typical toxic heavy metals from open burning of municipal solid waste in China
3128,1_climat_chang_temperatur_futur_project,2000,Achieving China's INDC: Biomass development and competition for land
3129,1_climat_chang_temperatur_futur_project,2000,The rapid development of the photovoltaic industry in China and related carbon dioxide abatement costs
3130,1_climat_chang_temperatur_futur_project,2000,"Water yield, nitrogen and sediment retentions in Northern Japan (Teshio river watershed): land use change scenario analysis"
3131,1_climat_chang_temperatur_futur_project,2000,Near future of Polish energy system - COP21 and BAT conclusions
3132,1_climat_chang_temperatur_futur_project,2000,Carbon value dynamics for France: A key driver to support mitigation pledges at country scale
3133,1_climat_chang_temperatur_futur_project,2000,Transforming the Norwegian dwelling stock to reach the 2 degrees celsius climate target: Combining material flow analysis and life cycle assessment techniques
3134,1_climat_chang_temperatur_futur_project,2000,Quantifying Australia's life cycle greenhouse gas emissions for new homes
3135,1_climat_chang_temperatur_futur_project,2000,Air quality and health co-benefits of China's national emission trading system
3136,1_climat_chang_temperatur_futur_project,2000,Energy and emission modelling for climate change mitigation from road transportation in the middle east: A case study from Lebanon
3137,1_climat_chang_temperatur_futur_project,2000,Structural Evolution of the UK Electricity System in a below 2°C World
3138,1_climat_chang_temperatur_futur_project,2000,Modelling future private car energy demand in Ireland
3139,1_climat_chang_temperatur_futur_project,2000,Consequential life cycle assessment of Brazilian cement industry technology projections for 2050
3140,1_climat_chang_temperatur_futur_project,2000,US energy system transitions under cumulative emissions budgets
3141,1_climat_chang_temperatur_futur_project,2000,Sustained biomass carbon sequestration by China's forests from 2010 to 2050
3142,1_climat_chang_temperatur_futur_project,2000,Water use in China's thermoelectric power sector
3143,1_climat_chang_temperatur_futur_project,2000,An impact analysis of landfill for waste disposal on climate change: Case study of 'Sudokwon Landfill Site 2nd Landfill' in Korea
3144,1_climat_chang_temperatur_futur_project,2000,Energy Options and Predictions for China
3145,1_climat_chang_temperatur_futur_project,2000,Impact of FDI and R&amp;D on China's industrial CO2 emissions reduction and trend prediction
3146,1_climat_chang_temperatur_futur_project,2000,Germany's climate policy: Facing an automobile dilemma
3147,1_climat_chang_temperatur_futur_project,2000,Quantifying barriers to decarbonization of the Russian economy: real options analysis of investment risks in low-carbon technologies
3148,1_climat_chang_temperatur_futur_project,2000,Selecting land-based mitigation practices to reduce GHG emissions from the rural land use sector: A case study of North East Scotland
3149,1_climat_chang_temperatur_futur_project,2000,Spatio-temporal differences in carbon intensity in high-energy-intensive industry and its influence factors in China
3150,1_climat_chang_temperatur_futur_project,2000,Developing a long-term local society design methodology towards a low-carbon economy: An application to Shiga Prefecture in Japan
3151,1_climat_chang_temperatur_futur_project,2000,"China's traction battery technology roadmap: Targets, impacts and concerns"
3152,1_climat_chang_temperatur_futur_project,2000,Application of carbon capture and storage (CCS) in Finnish conditions [Hiilidioksidin talteenoton ja varastoinnin (CCS:n) soveltaminen Suomen olosuhteissa]
3153,1_climat_chang_temperatur_futur_project,2000,Carbon sequestration potential of forest vegetation in China from 2003 to 2050: Predicting forest vegetation growth based on climate and the environment
3154,1_climat_chang_temperatur_futur_project,2000,U.S.-China carbon pact: Promising start or path to nowhere?
3155,1_climat_chang_temperatur_futur_project,2000,"Exploring the driving forces and reduction potential of industrial energy-related CO 2 emissions during 2001-2030: A case study for Henan Province, China"
3156,1_climat_chang_temperatur_futur_project,2000,Projected direct carbon dioxide emission reductions as a result of the adoption of electric vehicles in Gauteng Province of South Africa
3157,1_climat_chang_temperatur_futur_project,2000,"New Insights Into the 2070calyrBP Pyroclastic Currents at El Misti Volcano (Peru) From Field Investigations, Satellite Imagery and Probabilistic Modeling"
3158,1_climat_chang_temperatur_futur_project,2000,The impact of EU Climate/Energy policies on Belgium's energy dependence up to 2050
3159,1_climat_chang_temperatur_futur_project,2000,Allocation of carbon emission quotas in Chinese provinces based on equality and efficiency principles
3160,1_climat_chang_temperatur_futur_project,2000,UK bill aims to lower carbon emissions
3161,1_climat_chang_temperatur_futur_project,2000,India's emissions in a climate constrained world
3162,1_climat_chang_temperatur_futur_project,2000,Low-carbon scenarios for Russia's energy system: A participative backcasting approach
3163,1_climat_chang_temperatur_futur_project,2000,The air quality and health impacts of projected long-haul truck and rail freight transportation in the United States in 2050
3164,1_climat_chang_temperatur_futur_project,2000,"Carbon capture & Storage management for Kuwait oil company, Kuwait"
3165,1_climat_chang_temperatur_futur_project,2000,Impact of structural changes in wood-using industries on net carbon emissions in Finland
3166,1_climat_chang_temperatur_futur_project,2000,"Dynamic changes of a city's carbon balance and its influencing factors: a case study in Xiamen, China"
3167,1_climat_chang_temperatur_futur_project,2000,Conflicting energy policy priorities in EU energy governance
3168,1_climat_chang_temperatur_futur_project,2000,Changes in the carbon footprint of Japanese households in an aging society
3169,1_climat_chang_temperatur_futur_project,2000,Natural Background Visibility and Regional Haze Goals in the Southeastern United States
3170,1_climat_chang_temperatur_futur_project,2000,Reducing sea level rise with submerged barriers and dams in Greenland
3171,1_climat_chang_temperatur_futur_project,2000,The development of a transformative system in croatia as a precondition for meeting sustainable development goals [Entwicklung des kroatischen transformationssystems als voraussetzung für die durchführung der ziele der nachhaltigen entwicklung] [Razvoj hrvatskog transformacijskog sustava kao preduvjet provedbe ciljeva održivog razvoja]
3172,1_climat_chang_temperatur_futur_project,2000,"A globally deployable strategy for co-development of adaptation preferences to sea-level rise: the public participation case of Santos, Brazil"
3173,1_climat_chang_temperatur_futur_project,2000,The modelling of policy options for greenhouse gas mitigation in India
3174,1_climat_chang_temperatur_futur_project,2000,"Modelling future soil chemistry at a highly polluted forest site at Istebna in Southern Poland using the ""SAFE"" model"
3175,1_climat_chang_temperatur_futur_project,2000,Unit-based emissions inventory for electric power systems in Kuwait: Current status and future predictions
3176,1_climat_chang_temperatur_futur_project,2000,U.S. government study estimates costs of waxman-markey climate bill
3177,1_climat_chang_temperatur_futur_project,2000,Disaggregating energy use cap among China's provinces
3178,1_climat_chang_temperatur_futur_project,2000,Australian power: Can renewable technologies change the dominant industry view?
3179,1_climat_chang_temperatur_futur_project,2000,Historical and projected HFC-410A emission from room air conditioning sector in China
3180,1_climat_chang_temperatur_futur_project,2000,Decomposition analysis from demand services to material production: The case of CO2 emissions from steel produced for automobiles in Mexico
3181,1_climat_chang_temperatur_futur_project,2000,Transition to a low-carbon future in China towards 2°C global target
3182,1_climat_chang_temperatur_futur_project,2000,Response of electricity sector air pollution emissions to drought conditions in the western United States
3183,1_climat_chang_temperatur_futur_project,2000,Biomass carbon sinks in Japanese forests: 1966-2012
3184,1_climat_chang_temperatur_futur_project,2000,"Future projection of flood inundation considering land-use changes and land subsidence in Jakarta, Indonesia"
3185,1_climat_chang_temperatur_futur_project,2000,Exploring deep decarbonization pathways to 2050 for Canada using an optimization energy model framework
3186,1_climat_chang_temperatur_futur_project,2000,Renewable energy in Russia: The take off in solid bioenergy?
3187,1_climat_chang_temperatur_futur_project,2000,Deep decarbonisation from a biophysical perspective: GHG emissions of a renewable electricity transformation in the EU
3188,1_climat_chang_temperatur_futur_project,2000,Managing a forgotten greenhouse gas under existing U.S. law: An interdisciplinary analysis
3189,1_climat_chang_temperatur_futur_project,2000,A fuzzy multi-criteria approach for evaluating the contribution of freight transportation towards India’s Nationally Determined Contributions (NDCs)
3190,1_climat_chang_temperatur_futur_project,2000,Energy demand and greenhouse gas emissions analysis in Colombia: A LEAP model application
3191,1_climat_chang_temperatur_futur_project,2000,"Ambiguity reduction by objective model selection, with an application to the costs of the EU 2030 climate targets"
3192,1_climat_chang_temperatur_futur_project,2000,Impacts of CO2 constraints on energy systems in Japan
3193,1_climat_chang_temperatur_futur_project,2000,In brief: UK: a new online simulation has been...
3194,1_climat_chang_temperatur_futur_project,2000,Examining the life-cycle environmental impacts of desalination: A case study in the State of Qatar
